[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'request_vote', 'term': 1, 'last_log_index': 1, 'last_log_term': 0}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 907, 'entries': [(b'\x00\x80\x02K\x00K\nK\xe2\x86q\x00\x86q\x01.', 908, 1), (b'\x00\x80\x02K\x00K\nK\xc4\x86q\x00\x86q\x01.', 909, 1), (b'\x00\x80\x02K\x00K\nM\xe3\x01\x86q\x00\x86q\x01.', 910, 1)], 'prevLogIdx': 907, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 907, 'entries': [(b'\x00\x80\x02K\x00K\nK\xe2\x86q\x00\x86q\x01.', 908, 1), (b'\x00\x80\x02K\x00K\nK\xc4\x86q\x00\x86q\x01.', 909, 1), (b'\x00\x80\x02K\x00K\nM\xe3\x01\x86q\x00\x86q\x01.', 910, 1)], 'prevLogIdx': 907, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node003-10.166.0.12     | [PAYLOAD] pre-sign structure: identity=(10.166.0.12:45025,10.166.0.10:45025,10.166.0.11:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMJ\x01\x86q\x00\x86q\x01.', 'request_id': 331}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMk\x01\x86q\x00\x86q\x01.', 'request_id': 364}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 910, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe4\x01\x86q\x00\x86q\x01.', 911, 1)], 'prevLogIdx': 910, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 910, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe4\x01\x86q\x00\x86q\x01.', 911, 1)], 'prevLogIdx': 910, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node003-10.166.0.12     | [PAYLOAD] pre-sign structure: identity=(10.166.0.12:45025,10.166.0.10:45025,10.166.0.11:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1333, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1675, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'apply_command_response', 'request_id': 228, 'log_idx': 913, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 911, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe5\x01\x86q\x00\x86q\x01.', 912, 1), (b'\x00\x80\x02K\x00K\nK\xe3\x86q\x00\x86q\x01.', 913, 1)], 'prevLogIdx': 911, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 911, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe5\x01\x86q\x00\x86q\x01.', 912, 1), (b'\x00\x80\x02K\x00K\nK\xe3\x86q\x00\x86q\x01.', 913, 1)], 'prevLogIdx': 911, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'apply_command_response', 'request_id': 198, 'log_idx': 914, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 913, 'entries': [(b'\x00\x80\x02K\x00K\nK\xc5\x86q\x00\x86q\x01.', 914, 1), (b'\x00\x80\x02K\x00K\nM\xe6\x01\x86q\x00\x86q\x01.', 915, 1)], 'prevLogIdx': 913, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 913, 'entries': [(b'\x00\x80\x02K\x00K\nK\xc5\x86q\x00\x86q\x01.', 914, 1), (b'\x00\x80\x02K\x00K\nM\xe6\x01\x86q\x00\x86q\x01.', 915, 1)], 'prevLogIdx': 913, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'apply_command_response', 'request_id': 229, 'log_idx': 917, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 915, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe7\x01\x86q\x00\x86q\x01.', 916, 1), (b'\x00\x80\x02K\x00K\nK\xe4\x86q\x00\x86q\x01.', 917, 1)], 'prevLogIdx': 915, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 915, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe7\x01\x86q\x00\x86q\x01.', 916, 1), (b'\x00\x80\x02K\x00K\nK\xe4\x86q\x00\x86q\x01.', 917, 1)], 'prevLogIdx': 915, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'apply_command_response', 'request_id': 199, 'log_idx': 919, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 917, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe8\x01\x86q\x00\x86q\x01.', 918, 1), (b'\x00\x80\x02K\x00K\nK\xc6\x86q\x00\x86q\x01.', 919, 1)], 'prevLogIdx': 917, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 917, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe8\x01\x86q\x00\x86q\x01.', 918, 1), (b'\x00\x80\x02K\x00K\nK\xc6\x86q\x00\x86q\x01.', 919, 1)], 'prevLogIdx': 917, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'apply_command_response', 'request_id': 230, 'log_idx': 921, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 919, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe9\x01\x86q\x00\x86q\x01.', 920, 1), (b'\x00\x80\x02K\x00K\nK\xe5\x86q\x00\x86q\x01.', 921, 1)], 'prevLogIdx': 919, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 919, 'entries': [(b'\x00\x80\x02K\x00K\nM\xe9\x01\x86q\x00\x86q\x01.', 920, 1), (b'\x00\x80\x02K\x00K\nK\xe5\x86q\x00\x86q\x01.', 921, 1)], 'prevLogIdx': 919, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 921, 'entries': [(b'\x00\x80\x02K\x00K\nM\xea\x01\x86q\x00\x86q\x01.', 922, 1)], 'prevLogIdx': 921, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 921, 'entries': [(b'\x00\x80\x02K\x00K\nM\xea\x01\x86q\x00\x86q\x01.', 922, 1)], 'prevLogIdx': 921, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'apply_command_response', 'request_id': 200, 'log_idx': 923, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1677, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMl\x01\x86q\x00\x86q\x01.', 'request_id': 365}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1679, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1681, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMm\x01\x86q\x00\x86q\x01.', 'request_id': 366}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1682, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1685, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1686, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMn\x01\x86q\x00\x86q\x01.', 'request_id': 367}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1687, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1689, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1690, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMo\x01\x86q\x00\x86q\x01.', 'request_id': 368}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1691, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1694, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1695, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMp\x01\x86q\x00\x86q\x01.', 'request_id': 369}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1696, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1699, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1700, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMq\x01\x86q\x00\x86q\x01.', 'request_id': 370}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1701, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1704, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1705, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMr\x01\x86q\x00\x86q\x01.', 'request_id': 371}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1706, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1709, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1710, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMs\x01\x86q\x00\x86q\x01.', 'request_id': 372}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1712, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1714, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1716, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMt\x01\x86q\x00\x86q\x01.', 'request_id': 373}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1717, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1720, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1721, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1721, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMu\x01\x86q\x00\x86q\x01.', 'request_id': 374}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1724, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1725, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1725, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMv\x01\x86q\x00\x86q\x01.', 'request_id': 375}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1727, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1729, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1731, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1731, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMw\x01\x86q\x00\x86q\x01.', 'request_id': 376}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1734, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1735, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMx\x01\x86q\x00\x86q\x01.', 'request_id': 377}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1735, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1738, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1739, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'apply_command_response', 'request_id': 231, 'log_idx': 925, 'log_term': 1}
[2026-09-16T12:27:01] as166h-node003-10.166.0.12     | [PAYLOAD] pre-sign structure: identity=(10.166.0.12:45025,10.166.0.10:45025,10.166.0.11:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1334, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'next_node_idx', 'next_node_idx': 1739, 'reset': False, 'success': True}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 922, 'entries': [(b'\x00\x80\x02K\x00K\nK\xc7\x86q\x00\x86q\x01.', 923, 1), (b'\x00\x80\x02K\x00K\nM\xeb\x01\x86q\x00\x86q\x01.', 924, 1), (b'\x00\x80\x02K\x00K\nK\xe6\x86q\x00\x86q\x01.', 925, 1)], 'prevLogIdx': 922, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 922, 'entries': [(b'\x00\x80\x02K\x00K\nK\xc7\x86q\x00\x86q\x01.', 923, 1), (b'\x00\x80\x02K\x00K\nM\xeb\x01\x86q\x00\x86q\x01.', 924, 1), (b'\x00\x80\x02K\x00K\nK\xe6\x86q\x00\x86q\x01.', 925, 1)], 'prevLogIdx': 922, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node003-10.166.0.12     | [PAYLOAD] pre-sign structure: identity=(10.166.0.12:45025,10.166.0.10:45025,10.166.0.11:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMK\x01\x86q\x00\x86q\x01.', 'request_id': 332}
[2026-09-16T12:27:01] as166h-node002-10.166.0.11     | [PAYLOAD] pre-sign structure: identity=(10.166.0.11:45025,10.166.0.10:45025,10.166.0.12:45025) || data={'type': 'apply_command', 'command': b'\x00\x80\x02K\x00K\nMy\x01\x86q\x00\x86q\x01.', 'request_id': 378}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.12:45025,10.166.0.11:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 925, 'entries': [(b'\x00\x80\x02K\x00K\nM\xec\x01\x86q\x00\x86q\x01.', 926, 1)], 'prevLogIdx': 925, 'prevLogTerm': 1}
[2026-09-16T12:27:01] as166h-node001-10.166.0.10     | [PAYLOAD] pre-sign structure: identity=(10.166.0.10:45025,10.166.0.11:45025,10.166.0.12:45025) || data={'type': 'append_entries', 'term': 1, 'commit_index': 925, 'entries': [(b'\x00\x80\x02K\x00K\nM\xec\x01\x86q\x00\x86q\x01.', 926, 1)], 'prevLogIdx': 925, 'prevLogTerm': 1}
